date_of,ctl_loading_date,quan,quan_no_weak_dub,quan_no_dub,agg_quan,agg_quan_no_week_dub,agg_quan_no_dub
2022-10-11,2022-10-12,458,430,424,458,430,424
2021-09-15,2021-09-15,461,437,429,461,437,429
2019-02-04,2019-02-04,457,436,428,457,436,428
2023-09-18,2023-09-18,458,427,424,458,427,424
2022-07-05,2022-07-05,458,433,424,458,433,424
2019-05-18,2019-05-18,436,422,409,436,422,409
2020-07-21,2020-07-21,454,434,426,454,434,426
2021-03-19,2021-03-19,467,445,436,467,445,436
2019-01-24,2019-01-24,16,16,16,16,16,16
2021-04-02,2021-04-02,484,457,449,484,457,449
2020-10-12,2020-10-12,458,438,430,458,438,430
2023-08-14,2023-08-14,458,430,424,458,430,424
2020-06-18,2020-06-18,214,209,209,214,209,209
2022-10-03,2022-10-03,429,408,401,429,408,401
2024-02-27,2024-02-27,459,428,425,459,428,425
2020-08-11,2020-08-11,494,467,460,494,467,460
2023-06-11,2023-06-11,471,442,436,471,442,436
2020-01-10,2020-01-10,458,438,430,458,438,430
2021-06-06,2021-06-06,458,436,429,458,436,429
2023-06-16,2023-06-16,475,445,440,475,445,440
2022-09-26,2022-09-26,464,438,430,464,438,430
2018-08-19,2018-08-19,466,455,436,466,455,436
2022-08-17,2022-08-17,436,413,407,436,413,407
2022-05-29,2022-05-29,491,460,455,491,460,455
2022-06-25,2022-06-26,479,452,444,479,452,444
2022-09-20,2022-09-20,420,397,393,420,397,393
2023-01-22,2023-01-22,458,434,424,458,434,424
2021-04-21,2021-04-21,444,420,417,444,420,417
2021-02-02,2021-02-02,436,418,410,436,418,410
2020-02-18,2020-02-18,314,305,302,314,305,302
2021-05-12,2022-01-20,37,37,37,495,467,429
2020-07-16,2020-07-16,478,455,446,478,455,446
2021-12-04,2021-12-04,433,413,406,433,413,406
2019-07-07,2019-07-07,458,441,428,458,441,428
2018-09-12,2018-09-12,458,441,428,458,441,428
2019-02-11,2019-02-14,449,434,420,449,434,420
2022-10-25,2022-10-26,492,464,456,492,464,456
2021-06-16,2021-06-16,462,441,431,462,441,431
2019-04-17,2019-04-17,485,466,454,485,466,454
2023-10-27,2023-10-27,458,430,424,458,430,424
2023-02-16,2023-02-16,444,418,410,444,418,410
2020-08-06,2020-08-06,479,454,447,479,454,447
2021-07-07,2021-07-07,428,406,402,428,406,402
2020-05-15,2021-01-07,6,6,6,464,445,430
2023-05-20,2023-05-20,458,426,424,458,426,424
2023-10-30,2023-10-30,458,430,424,458,430,424
2018-08-15,2018-08-15,468,450,438,468,450,438
2021-03-05,2021-03-05,458,437,429,458,437,429
2021-11-09,2021-11-09,423,402,398,423,402,398
2020-09-11,2020-09-11,446,425,420,446,425,420
2023-08-22,2023-08-22,482,455,447,482,455,447
2018-12-24,2018-12-29,201,196,188,445,432,416
2023-10-23,2023-10-23,458,428,424,458,428,424
2020-12-31,2020-12-31,458,439,429,458,439,429
2021-10-22,2021-10-22,495,473,459,495,473,459
2020-01-08,2020-01-08,458,440,429,458,440,429
2021-01-17,2021-01-17,474,450,443,474,450,443
2019-06-14,2019-06-14,430,416,403,430,416,403
2022-12-13,2022-12-13,422,399,395,422,399,395
2018-06-21,2018-06-26,464,447,434,464,447,434
2021-10-01,2021-10-01,446,423,417,446,423,417
2020-03-15,2020-03-15,484,467,453,484,467,453
2019-08-07,2019-08-07,457,441,427,457,441,427
2022-10-27,2022-10-27,455,424,421,455,424,421
2023-11-29,2023-11-29,483,450,447,483,450,447
2019-06-10,2019-06-10,449,433,421,449,433,421
2020-03-27,2020-03-27,453,435,425,453,435,425
2019-06-27,2019-06-27,460,440,430,460,440,430
2020-09-08,2020-09-08,444,425,418,444,425,418
2023-03-17,2023-03-17,445,416,411,445,416,411
2019-10-03,2019-10-03,458,437,429,458,437,429
2022-09-12,2022-09-12,437,416,408,437,416,408
2020-10-02,2020-10-02,466,445,437,466,445,437
2020-10-13,2020-10-13,473,450,443,473,450,443
2018-04-24,2018-04-24,463,450,433,463,450,433
2018-11-16,2018-11-20,464,446,434,464,446,434
2023-10-01,2023-10-01,482,453,447,482,453,447
2020-11-06,2022-02-10,45,45,45,465,437,396
2023-03-27,2023-03-27,458,429,424,458,429,424
2021-07-24,2021-07-24,458,436,427,458,436,427
2021-04-27,2021-04-27,420,400,394,420,400,394
2022-08-03,2022-08-03,446,421,415,446,421,415
2023-03-29,2023-03-29,426,399,396,426,399,396
2019-01-01,2019-01-01,445,429,416,445,429,416
2020-11-12,2020-11-12,486,467,453,486,467,453
2020-09-16,2020-09-16,436,415,410,436,415,410
2018-12-15,2022-12-13,1,1,1,424,415,396
2020-07-23,2020-07-25,435,413,407,435,413,407
2024-02-10,2024-02-11,462,433,428,462,433,428
2021-04-09,2021-04-09,473,447,440,473,447,440
2023-12-16,2023-12-16,458,426,424,458,426,424
2018-12-24,2018-12-24,244,242,239,244,242,239
2020-09-30,2020-09-30,458,438,430,458,438,430
2023-03-25,2023-03-25,476,449,441,476,449,441
2021-05-05,2021-05-05,458,437,429,458,437,429
2020-10-11,2020-10-11,491,465,457,491,465,457
2023-12-10,2023-12-10,433,408,402,433,408,402
2019-09-12,2019-09-12,486,471,454,486,471,454
2022-11-04,2022-11-04,458,427,424,458,427,424
2019-10-22,2019-10-22,475,456,445,475,456,445
2023-01-04,2023-01-04,487,459,451,487,459,451
2021-11-13,2021-11-13,458,434,427,458,434,427
2021-08-26,2021-08-26,485,460,449,485,460,449
2020-12-05,2020-12-05,458,438,429,458,438,429
2022-07-02,2022-07-02,458,431,424,458,431,424
2018-10-15,2018-10-15,482,471,450,482,471,450
2021-10-12,2021-10-12,483,456,447,483,456,447
2020-08-27,2020-08-27,458,435,430,458,435,430
2023-11-17,2023-11-17,481,452,446,481,452,446
2020-05-02,2020-05-02,430,412,404,430,412,404
2020-07-10,2020-07-11,492,467,457,492,467,457
2022-07-14,2022-07-15,473,450,438,473,450,438
2021-06-03,2021-06-03,453,432,424,453,432,424
2018-12-03,2018-12-03,435,422,407,435,422,407
2020-03-07,2020-03-12,458,439,430,458,439,430
2021-09-02,2021-09-02,458,435,427,458,435,427
2019-11-28,2019-11-28,458,440,429,458,440,429
2024-03-05,2024-03-07,476,445,441,476,445,441
2022-08-25,2022-08-25,19,19,19,19,19,19
2020-06-15,2020-06-15,458,438,429,458,438,429
2023-10-08,2023-11-06,3,3,3,497,465,458
2021-05-15,2021-05-15,458,432,429,458,432,429
2021-03-26,2021-03-26,458,435,429,458,435,429
2020-03-13,2020-03-13,485,465,454,485,465,454
2022-03-09,2022-03-09,458,433,426,458,433,426
2018-05-31,2022-06-04,49,49,49,476,466,400
2019-04-21,2019-04-21,423,410,397,423,410,397
2018-07-05,2018-07-05,450,440,421,450,440,421
2021-12-31,2021-12-31,455,427,424,455,427,424
2021-07-26,2021-07-26,429,408,403,429,408,403
2019-12-05,2019-12-05,463,446,434,463,446,434
2024-02-21,2024-02-21,431,406,400,431,406,400
2023-01-01,2023-01-01,467,439,433,467,439,433
2022-08-26,2022-08-26,458,428,424,458,428,424
2019-10-27,2019-10-27,497,479,463,497,479,463
2019-09-04,2019-09-04,458,442,429,458,442,429
2021-10-05,2021-10-06,443,422,414,443,422,414
2018-07-06,2022-01-12,8,8,8,479,465,441
2018-05-30,2018-05-30,458,448,428,458,448,428
2021-11-10,2021-11-13,469,444,435,469,444,435
2020-10-31,2020-11-02,444,425,418,444,425,418
2021-08-02,2021-08-02,467,440,434,467,440,434
2020-05-08,2020-05-10,458,439,430,458,439,430
2022-12-12,2022-12-12,458,432,424,458,432,424
2023-10-11,2023-10-11,455,427,421,455,427,421
2023-09-03,2023-09-03,458,429,424,458,429,424
2019-02-12,2019-02-14,458,445,429,458,445,429
2023-06-25,2023-06-25,446,416,412,446,416,412
2020-01-17,2020-01-17,440,422,414,440,422,414
2020-12-01,2020-12-01,435,416,409,435,416,409
2024-02-04,2024-02-04,470,441,436,470,441,436
2021-04-28,2021-04-28,467,443,436,467,443,436
2022-09-22,2022-09-22,458,432,424,458,432,424
2020-04-13,2020-04-13,497,472,462,497,472,462
2018-09-09,2018-09-09,460,448,430,460,448,430
2023-12-13,2023-12-13,468,443,434,468,443,434
2023-06-30,2023-06-30,458,431,424,458,431,424
2023-05-10,2023-05-10,458,428,424,458,428,424
2022-02-12,2022-02-12,444,420,415,444,420,415
2022-11-07,2022-11-07,458,432,424,458,432,424
2018-10-31,2018-10-31,474,458,442,474,458,442
2023-12-05,2023-12-05,484,455,448,484,455,448
2019-06-17,2019-06-17,479,462,448,479,462,448
2018-10-13,2018-10-13,470,451,439,470,451,439
2022-04-22,2022-04-22,497,470,461,497,470,461
2024-01-04,2024-01-04,426,398,395,426,398,395
2023-03-30,2023-03-30,458,433,424,458,433,424
2020-10-04,2020-10-04,458,438,430,458,438,430
2023-03-24,2023-03-24,463,433,429,463,433,429
2018-04-12,2018-04-12,443,433,414,443,433,414
2020-04-20,2020-04-21,481,460,450,481,460,450
2019-08-16,2019-08-16,458,438,428,458,438,428
2019-09-25,2019-09-25,474,457,444,474,457,444
2023-03-02,2023-03-02,450,421,416,450,421,416
2020-05-26,2020-05-26,465,447,435,465,447,435
2022-03-05,2022-03-05,464,440,429,464,440,429
2022-07-03,2022-07-03,464,436,430,464,436,430
2021-03-12,2021-03-12,424,402,398,424,402,398
2019-04-15,2019-04-15,479,463,449,479,463,449
2022-03-13,2022-03-13,496,469,460,496,469,460
2020-03-03,2020-03-03,458,438,430,458,438,430
2020-09-15,2020-09-15,448,427,422,448,427,422
2018-12-12,2018-12-12,422,409,395,422,409,395
2022-09-15,2022-09-15,458,433,424,458,433,424
2019-11-04,2019-11-04,486,469,454,486,469,454
2020-08-15,2020-08-15,458,438,430,458,438,430
2023-11-15,2024-02-14,1,1,1,496,467,459
2021-12-03,2021-12-03,495,466,459,495,466,459
2020-05-12,2020-05-17,257,246,243,458,438,430
2019-10-10,2022-09-01,13,13,13,471,454,429
2023-09-24,2023-09-24,492,462,456,492,462,456
2021-05-14,2021-05-14,458,433,429,458,433,429
2023-10-15,2023-10-15,490,462,454,490,462,454
2020-12-13,2020-12-13,466,447,437,466,447,437
2020-08-26,2020-08-26,434,416,407,434,416,407
2022-09-08,2022-09-11,458,432,424,458,432,424
2022-10-06,2022-10-06,458,430,424,458,430,424
2023-02-10,2023-02-10,430,404,400,430,404,400
2020-02-28,2020-02-28,458,438,430,458,438,430
2018-10-21,2018-10-21,456,445,426,456,445,426
2020-10-25,2020-10-25,458,441,429,458,441,429
2018-09-08,2018-09-08,496,480,463,496,480,463
2023-01-20,2023-01-20,465,438,431,465,438,431
2019-12-24,2019-12-24,458,440,429,458,440,429
2020-07-27,2022-02-18,27,27,27,485,464,429
2022-10-10,2022-10-12,458,432,424,458,432,424
2022-12-27,2022-12-27,497,469,461,497,469,461
2023-05-30,2023-05-30,482,453,447,482,453,447
2022-08-10,2022-08-10,487,461,451,487,461,451
2020-08-07,2020-08-07,462,441,433,462,441,433
2021-04-20,2021-04-20,458,435,429,458,435,429
2023-06-05,2023-06-05,482,453,447,482,453,447
2020-09-02,2020-09-02,458,437,430,458,437,430
2022-07-07,2022-07-07,458,432,424,458,432,424
2019-09-06,2019-09-06,100,100,99,100,100,99
2023-05-06,2023-05-06,448,420,414,448,420,414
2023-08-20,2023-08-20,458,430,424,458,430,424
2020-04-15,2023-12-15,31,30,30,451,426,395
2018-10-27,2018-10-27,472,460,440,472,460,440
2018-09-06,2018-09-06,458,443,428,458,443,428
2020-09-28,2020-09-28,458,436,430,458,436,430
2023-06-17,2023-06-17,458,431,424,458,431,424
2023-10-31,2023-10-31,458,428,424,458,428,424
2021-03-09,2021-03-10,475,451,442,475,451,442
2022-04-29,2022-04-29,441,415,411,441,415,411
2023-06-28,2023-06-28,458,431,424,458,431,424
2021-05-10,2021-05-10,496,470,460,496,470,460
2022-09-23,2022-09-23,440,415,409,440,415,409
2020-01-09,2020-01-09,448,426,419,448,426,419
2023-06-06,2023-06-06,440,411,406,440,411,406
2022-12-06,2022-12-06,448,419,414,448,419,414
2021-10-27,2021-10-27,420,399,395,420,399,395
2018-05-27,2018-05-27,431,419,403,431,419,403
2018-06-30,2018-06-30,492,477,460,492,477,460
2021-09-27,2021-09-27,425,405,399,425,405,399
2020-04-12,2020-04-12,491,466,458,491,466,458
2022-02-16,2022-02-16,455,431,423,455,431,423
2021-05-13,2021-05-13,461,439,431,461,439,431
2022-11-29,2022-11-29,434,410,404,434,410,404
2022-02-03,2022-02-03,439,417,411,439,417,411
2023-03-15,2023-03-15,458,432,424,458,432,424
2020-06-09,2024-01-12,38,36,36,465,436,401
2021-05-23,2021-05-23,458,434,429,458,434,429
2020-03-02,2020-03-02,458,439,430,458,439,430
2020-12-06,2020-12-06,456,435,427,456,435,427
2019-03-10,2019-03-12,460,448,430,460,448,430
2022-12-31,2022-12-31,458,432,424,458,432,424
2021-04-10,2021-04-10,482,456,447,482,456,447
2019-12-08,2019-12-08,458,439,429,458,439,429
2024-03-13,2024-03-13,458,429,424,458,429,424
2021-12-02,2021-12-02,441,416,413,441,416,413
2023-08-28,2023-08-28,458,430,424,458,430,424
2020-03-29,2020-03-29,456,436,428,456,436,428
2018-08-30,2018-08-30,458,443,428,458,443,428
2024-02-23,2024-02-23,476,447,441,476,447,441
2023-05-19,2023-05-19,471,444,436,471,444,436
2018-11-04,2018-11-04,458,444,428,458,444,428
2018-06-01,2018-06-01,458,446,428,458,446,428
2020-02-16,2020-02-16,465,444,436,465,444,436
2020-11-26,2020-11-26,449,427,422,449,427,422
2022-12-25,2022-12-25,458,431,424,458,431,424
2019-03-13,2019-03-13,458,445,429,458,445,429
2018-12-15,2018-12-15,423,414,396,423,414,396
2020-05-15,2020-05-15,458,439,430,458,439,430
2021-07-31,2021-07-31,458,436,427,458,436,427
2023-11-08,2023-11-08,422,400,392,422,400,392
2020-12-30,2020-12-30,478,454,446,478,454,446
2021-10-25,2022-11-29,1,1,1,497,469,460
2021-03-18,2021-03-18,427,408,401,427,408,401
2024-02-20,2024-02-20,458,430,424,458,430,424
2023-06-15,2023-06-15,458,428,424,458,428,424
2018-04-14,2018-04-14,436,424,408,436,424,408
2019-01-08,2019-01-08,423,411,396,423,411,396
2019-04-02,2019-04-03,454,438,426,454,438,426
2020-08-12,2020-08-12,443,423,416,443,423,416
2018-08-03,2018-08-03,458,443,429,458,443,429
2022-07-08,2022-07-08,456,430,422,456,430,422
2021-06-23,2021-06-23,458,436,428,458,436,428
2021-04-06,2021-04-06,458,435,429,458,435,429
2020-05-06,2020-05-06,458,439,430,458,439,430
2019-03-22,2019-03-22,466,453,435,466,453,435
2023-11-07,2023-11-07,458,431,424,458,431,424
2022-03-04,2022-03-04,437,413,409,437,413,409
2021-11-23,2021-11-23,458,433,426,458,433,426
2021-04-29,2021-04-29,468,442,437,468,442,437
2022-11-10,2022-11-10,438,416,407,438,416,407
2019-08-21,2019-08-21,423,404,397,423,404,397
2023-11-27,2023-11-27,449,421,415,449,421,415
2021-12-21,2021-12-21,473,448,438,473,448,438
2022-09-04,2022-09-04,457,428,423,457,428,423
2023-09-12,2023-09-12,441,416,408,441,416,408
2019-07-02,2019-07-02,474,454,444,474,454,444
2018-08-16,2018-08-16,430,420,403,430,420,403
2022-10-18,2022-10-18,458,428,424,458,428,424
2019-10-13,2019-10-13,492,472,460,492,472,460
2019-12-04,2019-12-04,435,414,408,435,414,408
2020-12-02,2020-12-02,458,437,429,458,437,429
2021-01-12,2021-01-12,462,442,433,462,442,433
2021-02-03,2021-02-03,458,438,429,458,438,429
2023-07-29,2023-07-30,163,157,152,461,434,427
2018-09-07,2018-09-07,465,451,435,465,451,435
2019-05-09,2019-05-13,493,476,460,493,476,460
2022-11-11,2022-11-13,432,407,403,432,407,403
2023-12-21,2023-12-21,458,428,424,458,428,424
2022-01-02,2022-01-02,460,436,428,460,436,428
2022-10-22,2023-12-04,19,19,19,496,467,442
2022-04-09,2022-04-09,480,454,445,480,454,445
2023-10-12,2023-10-12,479,451,444,479,451,444
2018-09-21,2018-09-21,460,446,430,460,446,430
2019-11-26,2019-11-26,485,461,453,485,461,453
2021-02-25,2021-02-25,444,420,417,444,420,417
2023-07-01,2023-07-01,442,411,408,442,411,408
2019-12-03,2019-12-03,485,465,453,485,465,453
2023-09-30,2023-09-30,442,414,409,442,414,409
2024-01-01,2024-01-01,458,430,424,458,430,424
2022-01-13,2022-01-13,432,408,404,432,408,404
2022-02-17,2022-02-17,458,436,426,458,436,426
2018-04-15,2018-04-15,422,415,396,422,415,396
2022-06-29,2022-06-29,449,426,418,449,426,418
2018-06-07,2018-06-07,485,474,452,485,474,452
2023-05-11,2023-05-11,458,431,424,458,431,424
2021-07-17,2021-07-18,494,471,458,494,471,458
2020-06-17,2020-06-17,431,413,405,431,413,405
2018-06-10,2018-06-10,458,448,428,458,448,428
2019-11-29,2019-11-29,457,442,428,457,442,428
2019-05-27,2019-05-27,458,441,429,458,441,429
2023-10-21,2023-10-21,458,431,424,458,431,424
2018-11-27,2018-11-27,484,465,452,484,465,452
2024-02-18,2024-02-18,494,465,458,494,465,458
2021-05-21,2021-05-21,458,437,429,458,437,429
2022-01-10,2022-01-10,458,432,426,458,432,426
2021-05-25,2021-05-27,234,224,220,458,436,429
2024-03-12,2024-03-12,458,432,424,458,432,424
2019-11-25,2019-11-25,458,440,429,458,440,429
2023-10-10,2023-10-10,457,427,423,457,427,423
2019-08-17,2019-08-17,458,445,428,458,445,428
2022-10-05,2022-10-05,429,407,401,429,407,401
2023-11-24,2023-11-24,453,424,419,453,424,419
2019-01-30,2019-01-30,459,446,430,459,446,430
2021-09-30,2021-09-30,458,433,427,458,433,427
2022-09-10,2022-09-11,458,429,424,458,429,424
2023-04-01,2023-04-01,458,429,424,458,429,424
2022-06-18,2022-06-18,431,408,404,431,408,404
2019-07-26,2019-07-26,478,461,447,478,461,447
2021-07-18,2021-07-18,419,395,393,419,395,393
2023-08-31,2023-11-30,11,11,11,495,465,448
2019-03-18,2019-03-18,458,440,429,458,440,429
2019-12-19,2023-01-14,5,5,5,490,468,453
2019-10-25,2019-10-25,466,448,437,466,448,437
2023-05-05,2023-05-05,458,434,424,458,434,424
2020-09-23,2020-09-23,449,429,423,449,429,423
2020-12-15,2020-12-17,435,414,409,435,414,409
2022-03-20,2022-03-20,447,423,417,447,423,417
2024-03-01,2024-03-01,436,407,405,436,407,405
2018-11-08,2018-11-08,493,481,460,493,481,460
2022-12-17,2022-12-17,432,408,402,432,408,402
2019-01-29,2019-11-29,7,7,7,495,481,456
2019-11-14,2019-11-14,458,441,429,458,441,429
2020-06-23,2020-06-23,458,437,429,458,437,429
2020-07-04,2020-07-04,458,434,429,458,434,429
2020-06-30,2020-06-30,444,423,416,444,423,416
2021-01-30,2021-01-30,495,472,459,495,472,459
2020-10-29,2020-11-02,458,438,429,458,438,429
2019-11-10,2019-11-10,458,440,429,458,440,429
2021-08-27,2021-08-27,458,434,427,458,434,427
2021-06-02,2021-06-02,463,441,432,463,441,432
2020-07-18,2020-07-18,440,420,412,440,420,412
2019-02-16,2019-02-16,448,436,419,448,436,419
2022-06-20,2022-06-20,480,452,445,480,452,445
2019-10-15,2019-10-15,458,438,429,458,438,429
2022-04-15,2022-04-15,491,463,455,491,463,455
2023-03-13,2023-03-13,433,408,402,433,408,402
2022-06-17,2022-06-17,458,430,424,458,430,424
2024-03-07,2024-03-07,458,427,424,458,427,424
2018-05-06,2018-05-06,458,448,428,458,448,428
2022-01-29,2022-01-29,480,453,445,480,453,445
2023-08-13,2023-08-13,437,410,404,437,410,404
2022-02-09,2022-02-09,478,454,443,478,454,443
2022-03-17,2022-03-17,458,434,426,458,434,426
2024-01-16,2024-01-16,470,442,436,470,442,436
2023-11-23,2023-11-23,426,403,395,426,403,395
2018-10-04,2018-10-04,458,445,428,458,445,428
2022-08-04,2022-08-04,463,435,429,463,435,429
2022-11-21,2022-11-21,458,432,424,458,432,424
2018-04-19,2018-04-19,458,449,428,458,449,428
2019-07-13,2019-07-13,448,428,420,448,428,420
2020-09-26,2020-09-26,453,432,426,453,432,426
2023-01-28,2023-01-28,495,467,459,495,467,459
2021-08-03,2021-08-03,460,434,429,460,434,429
2018-09-11,2018-09-11,458,445,428,458,445,428
2019-04-25,2019-04-25,466,449,436,466,449,436
2019-12-02,2019-12-02,458,435,429,458,435,429
2019-09-09,2019-09-09,436,418,409,436,418,409
2024-01-09,2024-01-09,429,403,398,429,403,398
2020-11-01,2020-11-02,483,458,450,483,458,450
2021-07-25,2021-07-25,458,436,427,458,436,427
2022-05-01,2022-05-01,433,409,406,433,409,406
2019-09-05,2019-09-05,458,442,429,458,442,429
2019-11-18,2019-11-18,495,478,461,495,478,461
2020-05-04,2020-05-04,428,408,402,428,408,402
2019-08-18,2019-08-18,449,432,421,449,432,421
2020-04-06,2020-04-08,458,438,430,458,438,430
2018-07-21,2018-07-21,449,434,420,449,434,420
2018-09-03,2018-09-03,444,432,416,444,432,416
2022-08-01,2022-08-01,458,430,424,458,430,424
2018-12-30,2018-12-30,490,474,457,490,474,457
2018-05-25,2018-05-25,472,459,441,472,459,441
2019-04-22,2021-12-15,43,43,43,477,454,407
2020-11-09,2020-11-09,472,450,442,472,450,442
2019-07-25,2019-07-25,462,446,432,462,446,432
2022-08-07,2022-08-07,458,429,424,458,429,424
2021-09-16,2021-09-16,496,471,460,496,471,460
2020-04-23,2020-04-23,467,446,437,467,446,437
2019-03-21,2019-03-21,458,436,429,458,436,429
2020-09-07,2020-09-07,458,439,430,458,439,430
2019-11-13,2019-11-13,432,417,405,432,417,405
2021-01-16,2021-01-16,460,440,431,460,440,431
2022-07-25,2022-07-25,489,462,453,489,462,453
2020-05-05,2020-05-05,450,427,422,450,427,422
2023-09-27,2023-09-27,427,404,396,427,404,396
2018-04-28,2018-04-28,454,442,424,454,442,424
2021-06-22,2021-06-22,482,459,446,482,459,446
2022-08-11,2022-08-11,482,455,447,482,455,447
2021-11-15,2021-11-15,465,440,433,465,440,433
2023-03-14,2023-03-19,210,203,202,458,430,424
2021-09-26,2021-09-26,458,435,427,458,435,427
2020-02-27,2020-02-27,458,441,430,458,441,430
2021-10-21,2021-10-21,458,435,427,458,435,427
2022-04-26,2022-04-26,458,430,424,458,430,424
2020-02-10,2020-02-10,481,460,450,481,460,450
2024-02-04,2024-02-23,22,22,22,492,453,436
2020-01-22,2020-01-22,477,455,446,477,455,446
2019-06-26,2019-06-26,458,441,428,458,441,428
2019-06-07,2019-06-07,458,442,428,458,442,428
2019-09-10,2019-09-10,458,442,429,458,442,429
2020-06-16,2020-06-16,429,409,403,429,409,403
2022-02-26,2022-02-26,419,396,393,419,396,393
2023-11-18,2023-11-18,433,408,402,433,408,402
2023-08-15,2023-08-15,482,455,447,482,455,447
2020-11-28,2020-11-28,457,432,428,457,432,428
2022-02-28,2022-02-28,437,415,409,437,415,409
2019-05-16,2019-05-16,441,428,414,441,428,414
2018-09-04,2018-09-04,458,447,428,458,447,428
2021-05-27,2021-05-27,426,406,400,426,406,400
2020-09-25,2020-09-25,436,415,410,436,415,410
2018-08-18,2018-08-18,441,432,413,441,432,413
2022-03-21,2022-03-21,497,470,461,497,470,461
2023-06-14,2023-06-14,450,423,416,450,423,416
2022-03-18,2022-03-19,302,290,282,458,436,426
2023-02-22,2023-02-25,458,430,424,458,430,424
2019-11-06,2019-11-06,456,434,427,456,434,427
2023-05-01,2023-05-01,424,400,394,424,400,394
2020-07-07,2020-07-11,425,407,399,425,407,399
2018-07-07,2018-07-07,467,452,437,467,452,437
2022-11-26,2022-11-26,484,458,448,484,458,448
2021-04-03,2021-04-03,458,435,429,458,435,429
2019-08-20,2019-08-20,464,448,434,464,448,434
2022-03-28,2022-04-01,481,455,446,481,455,446
2021-05-06,2021-05-06,467,447,436,467,447,436
2019-01-14,2019-01-14,472,457,440,472,457,440
2023-12-07,2023-12-07,448,418,414,448,418,414
2022-03-26,2022-03-26,474,448,439,474,448,439
2023-08-29,2023-08-29,487,458,451,487,458,451
2021-01-24,2021-01-24,474,453,443,474,453,443
2020-11-21,2020-11-21,481,460,448,481,460,448
2023-01-15,2023-01-15,458,428,424,458,428,424
2023-05-28,2023-05-28,454,426,420,454,426,420
2018-06-06,2018-06-07,470,457,439,470,457,439
2019-08-22,2019-08-22,455,439,425,455,439,425
2019-09-29,2019-09-29,464,446,435,464,446,435
2022-05-20,2022-05-20,458,429,425,458,429,425
2024-02-09,2024-02-11,458,430,424,458,430,424
2018-05-04,2018-05-04,457,446,427,457,446,427
2023-04-17,2023-04-17,469,441,435,469,441,435
2020-10-16,2020-10-16,454,431,427,454,431,427
2021-08-09,2021-08-09,461,436,430,461,436,430
2020-12-03,2020-12-03,458,435,429,458,435,429
2023-12-02,2023-12-02,172,168,168,172,168,168
2018-05-08,2018-05-08,497,486,464,497,486,464
2019-05-30,2019-05-30,458,444,429,458,444,429
2022-08-12,2022-08-12,445,421,414,445,421,414
2018-06-23,2018-06-30,246,241,232,485,476,453
2019-01-16,2019-01-16,458,443,428,458,443,428
2019-03-01,2019-03-01,445,433,417,445,433,417
2021-01-09,2021-01-09,493,468,457,493,468,457
2019-04-28,2019-04-28,484,465,453,484,465,453
2020-10-23,2020-10-25,458,439,430,458,439,430
2023-08-26,2023-08-26,458,428,424,458,428,424
2022-10-08,2022-10-12,480,453,445,480,453,445
2021-08-24,2021-08-24,450,427,421,450,427,421
2024-02-13,2024-02-13,495,464,459,495,464,459
2021-10-15,2021-10-15,431,409,404,431,409,404
2022-03-06,2022-03-06,433,411,405,433,411,405
2018-05-23,2018-05-23,461,448,431,461,448,431
2019-12-09,2019-12-09,456,439,427,456,439,427
2019-09-26,2019-09-26,458,441,429,458,441,429
2018-07-19,2018-07-19,420,409,395,420,409,395
2019-02-28,2019-02-28,497,483,463,497,483,463
2022-06-15,2022-06-15,430,405,403,430,405,403
2021-07-13,2021-07-18,458,434,428,458,434,428
2022-12-28,2022-12-28,458,430,424,458,430,424
2020-09-20,2020-09-20,238,232,232,238,232,232
2019-10-06,2019-10-06,435,421,408,435,421,408
2022-06-09,2023-05-05,13,13,13,455,425,413
2022-03-16,2022-03-16,491,463,455,491,463,455
2019-01-07,2019-01-07,470,455,438,470,455,438
2021-09-11,2021-09-11,472,446,437,472,446,437
2019-08-27,2019-08-27,426,408,399,426,408,399
2021-02-08,2021-02-08,458,440,429,458,440,429
2019-01-03,2019-01-03,453,438,423,453,438,423
2023-12-31,2023-12-31,467,438,433,467,438,433
2018-07-15,2023-09-17,14,14,14,491,476,446
2020-02-12,2020-02-12,429,410,403,429,410,403
2022-05-15,2022-05-15,458,432,425,458,432,425
2020-07-25,2020-07-25,478,456,446,478,456,446
2024-01-05,2024-01-05,479,448,444,479,448,444
2022-12-19,2022-12-19,470,442,436,470,442,436
2022-02-14,2022-02-14,478,452,443,478,452,443
2020-11-14,2020-11-14,441,421,415,441,421,415
2018-05-02,2018-05-02,458,446,428,458,446,428
2021-09-20,2021-09-20,458,434,427,458,434,427
2023-05-16,2023-05-16,420,397,391,420,397,391
2019-10-24,2019-10-24,464,445,435,464,445,435
2020-11-23,2020-11-23,471,449,441,471,449,441
2024-01-23,2024-01-24,457,429,423,457,429,423
2021-09-18,2021-09-18,484,458,448,484,458,448
2020-10-25,2021-01-01,16,16,16,474,454,429
2018-11-17,2018-11-20,44,44,44,44,44,44
2021-02-14,2021-02-14,424,402,398,424,402,398
2019-05-26,2019-05-26,496,477,463,496,477,463
2021-11-20,2021-11-20,464,439,432,464,439,432
2020-01-13,2020-01-13,475,459,444,475,459,444
2023-08-31,2023-08-31,484,455,448,484,455,448
2023-10-04,2023-10-04,467,438,433,467,438,433
2021-07-08,2021-07-08,458,434,428,458,434,428
